customer_id,location_lat,location_long,order_priority,package_weight_kg,delivery_time,vehicle_id,traffic_level,historical_traffic_delay_min,temperature_C,precipitation_mm,wind_speed_mps,weather_impact,vehicle_load_utilization_%
4174,37.55158787254407,-121.67760658118294,High,33.79612184893208,2024-01-01 00:00:00,17,8,32.30222908865017,-2.8822460955373668,33.47060321268217,18.29772300243008,High,88.66520200571877
4507,37.164834261137,-122.06913790846197,Low,44.70276205957157,2024-01-01 01:00:00,13,5,12.505430083265338,25.08460128012934,10.806790615546035,9.783930359612311,Low,73.71863199873096
1860,37.411255116585366,-121.60328571015988,Medium,15.996521712616612,2024-01-01 02:00:00,3,2,40.88392492737489,33.82468498566515,29.543596148712925,9.005303869932764,Medium,67.5571845278406
2294,37.77760228373523,-122.42871972994483,Medium,28.041979684638097,2024-01-01 03:00:00,1,9,37.40501000817256,2.3306194514827325,45.660298090708615,3.9876163802125397,High,68.05498203132333
2130,37.480370081866354,-121.54533996996669,High,39.6810616737657,2024-01-01 04:00:00,4,3,8.876109719706633,31.558614593075525,39.890118610430385,6.15310174712673,Low,92.61071033614897
2095,37.98528605066551,-121.84530691856865,Low,21.39468488342212,2024-01-01 05:00:00,13,2,25.871442110346933,33.40280800916237,46.07288681082652,0.8466898503660669,Medium,77.68869771472191
4772,37.37673896993794,-122.1199254910628,High,9.237788291565497,2024-01-01 06:00:00,17,1,12.82898297848116,36.145319919991756,48.9252983466345,12.670705872323405,Low,85.89339255656319
4092,37.74957829997607,-122.30284587342712,Medium,24.272597297923664,2024-01-01 07:00:00,11,8,20.186467057083735,6.9378290088723595,0.5335063503081383,4.970714878541857,Low,94.85192581253423
2638,37.39298944897886,-122.0208167705564,Medium,3.705903516408395,2024-01-01 08:00:00,2,3,5.813649149255845,35.677887933545016,31.137063818873877,6.083105089709302,Low,95.08708380203211
3169,37.82916422070652,-122.3054416768147,Medium,47.17678924611157,2024-01-01 09:00:00,16,7,23.01484407848412,9.429823963139452,20.641969887945322,15.416290433286424,High,66.42545271689316
1466,37.569081469165745,-122.33366839225685,High,4.666239054553679,2024-01-01 10:00:00,2,1,29.74446145202947,19.85521060549763,42.992724516756084,6.544423663229077,Low,97.62256315731926
2238,37.06351182959,-121.88264824258702,Medium,22.48437904727833,2024-01-01 11:00:00,19,1,32.88121667721891,-2.727163812547304,12.590735100456584,4.8439178402628436,Medium,51.24379410073027
1330,37.03682186763599,-121.97691527541822,Medium,26.964181793337783,2024-01-01 12:00:00,19,9,34.85706553079196,-3.0253510234065377,49.051474455753805,3.381154982674115,Medium,68.84177805080829
2482,37.13385211880063,-121.82990396538906,Medium,49.27988778207699,2024-01-01 13:00:00,16,8,42.6331090896107,27.41679457294913,30.685398477187363,15.497168043639117,High,94.78994287544208
3135,37.013671964827,-121.57039412257801,Medium,9.135069358500179,2024-01-01 14:00:00,19,3,14.695830827407852,15.001599009000596,39.676870111441545,2.5941251598005377,Low,63.73184399084914
4444,37.07535906035246,-121.96773978666096,High,6.607144412005569,2024-01-01 15:00:00,9,6,10.421682009731057,6.533156891614791,4.279977641138416,9.07507520500707,Medium,63.654072516065916
4171,37.69171439716891,-121.9190679467372,Low,1.4266012060646354,2024-01-01 16:00:00,1,3,43.31917273540665,3.5686073211209592,9.172894237943252,10.138602321543889,Medium,65.13111425409443
3919,37.53434627502946,-122.41037366084505,High,8.623000406595814,2024-01-01 17:00:00,10,4,12.047576670169246,25.147907088664812,37.92018365171016,13.747798253714292,Medium,80.61566924234612
4735,37.74991074946997,-121.78236421409137,Low,11.156375974315713,2024-01-01 18:00:00,19,1,48.86420366012879,-4.981930518859706,1.0993261019661804,12.665669646659909,High,71.91663878071769
1130,37.91316575225764,-122.10009479319585,Low,31.89846613757152,2024-01-01 19:00:00,1,5,42.91422032293866,31.26510261385844,40.84389929468914,16.214413458903497,High,86.33674181766713
2685,37.585149532325474,-121.52327476133742,Low,11.76563272917862,2024-01-01 20:00:00,2,1,27.53944726503196,-1.4337677241532032,0.6974509345955726,0.895028678524763,Low,94.7455321282333
4380,37.72612084407185,-121.67682598440435,Medium,2.0055199217369353,2024-01-01 21:00:00,16,1,49.163964121491134,3.6170326708653757,32.85594195306366,5.928814495587944,Low,83.70996874714302
1769,37.75708120204246,-121.97751895948389,Medium,41.504298929621946,2024-01-01 22:00:00,12,7,9.38195280986019,12.380637788459033,18.254696011590294,5.6026823755075945,Low,60.22333600987878
3391,37.377850549275784,-122.37677734582783,Low,18.914189349194373,2024-01-01 23:00:00,8,6,18.637959252879575,16.818643287224663,30.574742635959957,2.9203381118421645,Low,96.6340951180251
2515,37.24108483232963,-121.64058420671941,Low,18.331137642455964,2024-01-02 00:00:00,18,2,33.72009867682752,10.974780211627383,34.80157034945569,5.783565077128863,Low,63.224643667373925
4485,37.20504532850652,-121.70021890457598,High,15.821472429228402,2024-01-02 01:00:00,2,2,20.750309081293043,9.432047424293225,17.12376095931521,6.195306282858068,Low,57.49471476640791
3853,37.2514424395118,-122.31541487046297,High,48.79329058017462,2024-01-02 02:00:00,13,7,46.77676483913563,38.37622054329348,5.398122405541778,10.437689238549567,Low,54.49836394304805
3433,37.27473179702591,-122.2047217107797,High,9.335655448154792,2024-01-02 03:00:00,6,1,7.95317396800179,23.87108565595274,3.482293387413282,13.274089578525121,High,78.16918703330828
2215,37.207227649008054,-121.70659274185216,High,45.01366513370852,2024-01-02 04:00:00,6,2,29.723532442743405,-3.9455170084675304,29.446801128127394,7.622010272236281,Low,55.68812312403259
1955,37.87822066747919,-122.31477155345259,Medium,39.06336327485451,2024-01-02 05:00:00,9,8,31.58898203278015,14.357915879994092,26.032767686705576,14.389404626267623,High,56.93879420563154
3324,37.756999132172226,-121.58224751082862,Low,4.74751781946634,2024-01-02 06:00:00,16,6,34.37276556997509,34.37539148847866,37.110050456056626,6.7233067715915995,Low,65.00152402977483
2184,37.04689646779122,-122.07547257480364,Medium,49.34972597354159,2024-01-02 07:00:00,11,2,16.50498004993165,8.565528388480057,25.486775500196856,5.805673546295207,Medium,64.0826504842232
1459,37.26867248202531,-122.41296103741234,Medium,14.296932213411516,2024-01-02 08:00:00,7,7,21.4054892383939,-0.7449644851525292,21.122289501543957,10.823761117140487,High,80.21197551660711
4385,37.022184742030305,-121.68425135649572,Low,5.830563424098204,2024-01-02 09:00:00,10,4,42.965623834923996,29.1273147215463,19.904358911811542,0.47432720611581214,Low,90.83726397363407
1021,37.49816518664589,-122.12649031696161,Medium,41.636397472162216,2024-01-02 10:00:00,10,2,13.772424603657193,22.270622437123656,1.3223451298833733,1.5957824726800074,Low,88.06748281014461
3300,37.47621069678902,-121.97350080584621,Low,35.627101150207295,2024-01-02 11:00:00,18,6,42.20905312280129,20.664062852192675,16.777860084832856,8.359390871730541,Low,63.124222735823835
1747,37.8313714900625,-122.38769565558879,Medium,31.24372148801714,2024-01-02 12:00:00,9,9,30.319494030623407,-2.5890548176666432,48.80100787622471,18.85825422783513,Low,62.265524899298995
3904,37.30777723977105,-122.49741598515502,Medium,8.643062321247726,2024-01-02 13:00:00,15,9,39.29843800373369,1.3224554407982794,43.67777881135444,14.430235596868473,High,98.28957650534838
4632,37.81638573521306,-121.8620147942067,Medium,24.446309696542134,2024-01-02 14:00:00,4,8,37.112331481856216,23.01472282959012,16.468903351710885,1.762531390011155,High,50.41181207959801
1474,37.96797376543982,-121.98482482966627,Medium,39.24724531747348,2024-01-02 15:00:00,8,3,14.338017292319556,4.352072865647612,29.38977025331861,16.926360255617475,Low,93.98602665301078
2082,37.08840822336565,-121.90646143087686,Medium,15.877572969048172,2024-01-02 16:00:00,9,3,30.596573139524278,17.683153588679094,42.3648372767747,14.64601541216362,Low,59.98642595612025
3558,37.79181783946963,-121.70625614961948,Low,16.27280159723703,2024-01-02 17:00:00,13,2,44.047541876229154,19.519675871322704,22.063716837503435,12.218930514053064,Low,97.36421615448839
4753,37.589955897137635,-121.85339408657714,Low,1.1539043963579836,2024-01-02 18:00:00,9,5,24.44523065608682,7.757823562192273,0.897893187507548,16.405859212183547,Low,67.11536424137599
3047,37.48004596701848,-122.32522655717263,High,9.537926680623597,2024-01-02 19:00:00,4,4,48.49658466004925,37.67913199936718,3.7255230909320036,8.082196954859143,Medium,72.0175886946626
